date,apple_driving,apple_walking,apple,google_retail,google_grocery,google_workplaces,google_residential,google_transit,google,telco,applegoogle,region
2020-08-08,1.5332531742978066,1.712433493983147,1.6210155916432323,1.2816091954022988,1.0299479166666667,1.0604914933837428,0.943089430894309,1.2705314009661837,1.1602907421576127,1.2088916729236356,1.3906531669004225,north
2020-08-09,1.5020392458637934,1.6894381932406843,1.5938271423172998,1.26867816091954,1.0299479166666667,1.0831758034026466,0.9376693766937669,1.2882447665056362,1.165646518745218,1.2287101221284071,1.379736830531259,north
2020-08-10,1.4713543670642555,1.648287125637506,1.5580159302719334,1.2485632183908046,1.0286458333333335,1.1020793950850662,0.9349593495934959,1.2930756843800322,1.1648814078041316,1.2431072107941654,1.3614486690380325,north
2020-08-11,1.4576086956521737,1.6400208410568822,1.5469540593728988,1.2413793103448276,1.03125,1.1228733459357279,0.932249322493225,1.2979066022544283,1.169089517980107,1.2541798187398023,1.358021788676503,north
2020-08-12,1.4724413235859943,1.6481668887708791,1.5585116041675864,1.2385057471264367,1.03125,1.1190926275992439,0.9336043360433605,1.2818035426731078,1.1637337413925017,1.2524391182589392,1.361122672780044,north
2020-08-13,1.490602154674875,1.6468042042824365,1.5671098285753546,1.2313218390804597,1.0286458333333335,1.107750472589792,0.9336043360433605,1.2673107890499196,1.1553175210405509,1.2521439791127351,1.3612136748079529,north
2020-08-14,1.4882166217776065,1.620712804224322,1.5531131756010657,1.2126436781609196,1.0208333333333335,1.113421550094518,0.932249322493225,1.2592592592592593,1.147283856159143,1.2585029698700627,1.3501985158801042,north
2020-08-15,1.4719411312043091,1.5724878009679066,1.5211888321235945,1.1968390804597702,1.015625,1.1247637051039698,0.9336043360433605,1.247987117552335,1.1411629686304514,1.2620976239994275,1.331175900377023,north
2020-08-16,1.45826279338207,1.5441720188771884,1.5003410825321575,1.1867816091954022,1.0104166666666667,1.1285444234404538,0.9349593495934959,1.2383252818035428,1.1354246365723029,1.2591838914738558,1.3178828595522303,north
2020-08-17,1.4482493266641012,1.5256956203721335,1.486182476700873,1.1752873563218391,1.0026041666666667,1.1323251417769375,0.9363143631436314,1.2222222222222223,1.1270084162203517,1.249928515873146,1.3065954464606122,north
2020-08-18,1.435051943055021,1.506247307195175,1.4699233913909786,1.168103448275862,0.9986979166666667,1.1361058601134217,0.9403794037940378,1.210950080515298,1.1220351951032899,1.205404702935894,1.2959792932471341,north
2020-08-19,1.3881300500192382,1.46855304950753,1.4275211888321235,1.1580459770114941,0.9934895833333334,1.1323251417769375,0.9444444444444444,1.1666666666666667,1.1059678653404743,1.1942940229331434,1.266744527086299,north
2020-08-20,1.344382454790304,1.4337244371411684,1.3881421062705197,1.146551724137931,0.9856770833333334,1.1304347826086958,0.9485094850948509,1.1565217391304348,1.0931140015302219,1.1778875327803926,1.240628053900371,north
2020-08-21,1.3211427472104655,1.409987675721171,1.364658942006154,1.139367816091954,0.98046875,1.1361058601134217,0.9498644986449863,1.1429951690821258,1.0866870696250956,1.1688161620807458,1.2256730058156249,north
2020-08-22,1.3074163139669104,1.4045669969840586,1.3550006625344146,1.136494252873563,0.9752604166666667,1.1398865784499055,0.9498644986449863,1.1339774557165863,1.0824024483550114,1.166824648660536,1.2187015554447131,north
2020-08-23,1.2918526356290878,1.3793072352534494,1.3346878481372966,1.1235632183908044,0.9674479166666666,1.1455576559546314,0.951219512195122,1.1181964573268923,1.0722264728385615,1.1609885932809942,1.203457160487929,north
2020-08-24,1.2797614467102731,1.3792270773423643,1.3284796552857976,1.122126436781609,0.9622395833333334,1.1531190926275992,0.951219512195122,1.1159420289855073,1.0711553175210404,1.1656372214648731,1.199817486403419,north
2020-08-25,1.2753270488649477,1.3784455377092875,1.3258344252882024,1.1192528735632183,0.9609375000000001,1.160680529300567,0.951219512195122,1.104669887278583,1.0690130068859984,1.1993458762776992,1.1974237160871004,north
2020-08-26,1.2780684878799538,1.3821027424025332,1.3290244058047829,1.1235632183908044,0.9583333333333334,1.160680529300567,0.951219512195122,1.104669887278583,1.0690130068859984,1.1990186864391508,1.1990187063453908,north
2020-08-27,1.2871969988457097,1.3938859553320042,1.3394531882628344,1.1293103448275863,0.95703125,1.166351606805293,0.9498644986449863,1.104669887278583,1.0690130068859984,1.205137301274778,1.2042330975744164,north
2020-08-28,1.2989419007310503,1.4547057703676243,1.375234954334202,1.1451149425287357,0.9635416666666666,1.170132325141777,0.9485094850948509,1.106924315619968,1.0791889824024483,1.2081833350538909,1.2272119683683251,north
2020-08-29,1.307397075798384,1.5089025379998597,1.4060943350853687,1.153735632183908,0.9661458333333334,1.175803402646503,0.9457994579945799,1.1159420289855073,1.0872226472838562,1.2126032576330523,1.2466584911846126,north
2020-08-30,1.3126298576375528,1.5573780347284152,1.4325073737626552,1.1652298850574714,0.9700520833333334,1.1795841209829867,0.943089430894309,1.1272141706924317,1.0968630451415455,1.2212036292832436,1.2646852094521004,north
2020-08-31,1.3153135821469795,1.5814454475316375,1.4456648164779669,1.1652298850574714,0.9700520833333334,1.181474480151229,0.9417344173441735,1.122705314009662,1.096327467482785,1.2209673108222618,1.270996141980376,north
2020-09-01,1.3152173913043477,1.6141598949931364,1.4616392573725356,1.1767241379310345,0.97265625,1.1833648393194707,0.9390243902439024,1.1294685990338165,1.1038255547054323,1.227456595839962,1.282732406038984,north
2020-09-02,1.3114370911889184,1.6115347234051078,1.458424738544289,1.1810344827586208,0.9713541666666667,1.177693761814745,0.9390243902439024,1.1294685990338165,1.1038255547054323,1.22752528381702,1.2811251466248605,north
2020-09-03,1.3011158137745285,1.5961444044768196,1.4456206475169682,1.1781609195402298,0.9687500000000001,1.166351606805293,0.9403794037940378,1.1294685990338165,1.1038255547054323,1.2219379081268116,1.2747231011112001,north
2020-09-04,1.2828780300115425,1.532258549342204,1.405024464696731,1.160919540229885,0.9596354166666667,1.164461247637051,0.9417344173441735,1.1181964573268923,1.0904361132364193,1.2183694810638444,1.2477302889665751,north
2020-09-05,1.2710080800307808,1.4836828552247934,1.375176062386203,1.1494252873563218,0.9557291666666667,1.162570888468809,0.9444444444444444,1.1001610305958132,1.0797245600612089,1.2123853168738619,1.227450311223706,north
2020-09-06,1.2594651789149673,1.4488843020750877,1.352242556303156,1.1379310344827585,0.94921875,1.158790170132325,0.9457994579945799,1.0798711755233494,1.0668706962509562,1.2039457821153643,1.209556626277056,north
2020-09-07,1.2299634474797998,1.403955792912037,1.3151847980251563,1.136494252873563,0.9453125,1.160680529300567,0.9444444444444444,1.0753623188405799,1.0641928079571537,1.2006018894613748,1.189688802991155,north
2020-09-08,1.2203539823008847,1.3654799955913153,1.291436619994798,1.1278735632183907,0.9427083333333334,1.160680529300567,0.9444444444444444,1.068599033816425,1.058301453710788,1.1970184983632628,1.174869036852793,north
2020-09-09,1.2050211619853788,1.3555203751390241,1.278735589876474,1.1192528735632183,0.9388020833333334,1.1568998109640833,0.9444444444444444,1.0595813204508857,1.0559806171894923,1.190744593407637,1.1673581035329832,north
2020-09-10,1.194016929588303,1.3345991603458813,1.262874025215569,1.103448275862069,0.9335937500000001,1.1493383742911154,0.9444444444444444,1.0402576489533013,1.0478194338179034,1.1834605010176025,1.1553467295167361,north
2020-09-11,1.189111196614082,1.327845856336984,1.257063353013059,1.103448275862069,0.9296875,1.1550094517958414,0.9417344173441735,1.0434782608695652,1.0485845447589899,1.1827478704276544,1.1528239488860246,north
2020-09-12,1.1806848787995379,1.316944380429446,1.2474247041906528,1.103448275862069,0.9270833333333334,1.164461247637051,0.9390243902439024,1.0402576489533013,1.0489671002295333,1.1819247150587253,1.1481959022100932,north
2020-09-13,1.1766929588303194,1.298017093674539,1.2361174501749579,1.1005747126436782,0.9270833333333334,1.170132325141777,0.9376693766937669,1.0418679549114334,1.0497322111706198,1.1829606331715798,1.1429248306727888,north
2020-09-14,1.1854944209311271,1.3096399907818401,1.2463008495163497,1.093390804597701,0.9205729166666667,1.1739130434782608,0.9390243902439024,1.0402576489533013,1.0462892119357308,1.184004462417062,1.1462950307260402,north
2020-09-15,1.1743170450173142,1.3033876737172232,1.237535764589253,1.0862068965517242,0.9166666666666667,1.1795841209829867,0.9403794037940378,1.0338164251207729,1.0428462127008415,1.1836423815397639,1.1401909886450472,north
