date,region,cases,hospit,deaths,population,cases_smoothed,hospit_smoothed,deaths_smoothed,cases_per_100000,hospit_per_100000,deaths_per_100000,cases_incidence,hospit_incidence,deaths_incidence,cumulative_cases,cumulative_hospit,cumulative_deaths
2020-02-26,capital,0,0,0,1855084,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
2020-02-27,capital,1,0,0,1855084,0.4,0.2,0.0,0.05390591477259251,0.0,0.0,0.1886707017040738,0.0,0.0,1,0,0
2020-02-28,capital,0,0,0,1855084,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.12578046780271582,0.0,0.0,1,0,0
2020-02-29,capital,0,0,0,1855084,1.1428571428571428,0.2857142857142857,0.0,0.0,0.0,0.0,0.0943353508520369,0.0,0.0,1,0,0
2020-03-01,capital,1,1,0,1855084,1.4285714285714286,0.2857142857142857,0.0,0.05390591477259251,0.05390591477259251,0.0,0.15093656136325906,0.07546828068162953,0.0,2,1,0
2020-03-02,capital,2,0,0,1855084,2.7142857142857144,0.42857142857142855,0.0,0.10781182954518502,0.0,0.0,0.25156093560543163,0.06289023390135791,0.0,4,1,0
2020-03-03,capital,4,1,0,1855084,2.7142857142857144,0.8571428571428571,0.0,0.21562365909037004,0.05390591477259251,0.0,0.4312473181807401,0.10781182954518502,0.0,8,2,0
2020-03-04,capital,2,0,0,1855084,3.857142857142857,0.8571428571428571,0.0,0.10781182954518502,0.0,0.0,0.539059147725925,0.10781182954518502,0.0,10,2,0
2020-03-05,capital,10,1,0,1855084,5.428571428571429,1.1428571428571428,0.0,0.539059147725925,0.05390591477259251,0.0,1.0242123806792576,0.16171774431777752,0.0,20,3,0
2020-03-06,capital,0,3,0,1855084,15.285714285714286,1.5714285714285714,0.0,0.0,0.16171774431777752,0.0,1.0242123806792576,0.32343548863555505,0.0,20,6,0
